Type,City Name,County Name,Old Rate,New Rate,Effective Date,Report Month,Report Year,Report Period Type
City List,Streetman,Freestone,1.000,1.500,04/01/2017,8,2017,MONTHLY
City List,Buffalo Gap,Taylor,2.000,1.750,10/01/2016,8,2017,MONTHLY
City List,Waskom,Harrison,1.000,2.000,10/01/2016,8,2017,MONTHLY
City List,Hallsville,Harrison,1.000,2.000,10/01/2016,8,2017,MONTHLY
City List,Haltom City,Tarrant,1.750,1.750,10/01/2016,8,2017,MONTHLY
City List,Kingsbury,Guadalupe,0.000,1.500,04/01/2017,8,2017,MONTHLY
SPD List,Montgomery Co ESD 14,,0.000,1.000,10/01/2016,8,2017,MONTHLY
SPD List,Brownwood Mun Dev Dist,,0.000,0.500,10/01/2016,8,2017,MONTHLY
City List,Dish,Denton,0.000,2.000,10/01/2016,8,2017,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,8,2017,MONTHLY
City List,Krum,Denton,2.000,1.750,10/01/2016,8,2017,MONTHLY
City List,Crystal City,Zavala,2.000,1.750,10/01/2016,8,2017,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,8,2017,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,8,2017,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,8,2017,MONTHLY
City List,Talty,Kaufman,1.500,2.000,10/01/2016,8,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,8,2017,MONTHLY
SPD List,Montgomery Co ESD 2,,0.000,2.000,10/01/2016,8,2017,MONTHLY
SPD List,Sunset Valley Crm Cont,,0.000,0.125,04/01/2017,8,2017,MONTHLY
City List,Friendswood,Galveston,1.500,2.000,01/01/2017,8,2017,MONTHLY
City List,Ivanhoe,Tyler,1.250,1.500,04/01/2017,8,2017,MONTHLY
City List,Jacinto City,Harris,1.000,2.000,10/01/2016,8,2017,MONTHLY
City List,Elmendorf,Bexar,1.000,1.500,10/01/2016,8,2017,MONTHLY
City List,Sinton,San Patricio,2.000,2.000,10/01/2016,8,2017,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,8,2017,MONTHLY
SPD List,Krum Crime Control,,0.000,0.250,10/01/2016,8,2017,MONTHLY
City List,Vega,Oldham,1.000,1.500,10/01/2016,8,2017,MONTHLY
City List,Los Indios,Cameron,1.750,2.000,01/01/2017,8,2017,MONTHLY
City List,Stratford,Sherman,1.500,2.000,04/01/2018,11,2018,MONTHLY
City List,Estelline,Hall,1.250,1.000,10/01/2017,11,2018,MONTHLY
SPD List,Sachse Mun Dev Dist,,0.000,0.250,04/01/2018,11,2018,MONTHLY
City List,Village Of The Hills,Travis,0.750,0.750,04/01/2018,11,2018,MONTHLY
City List,Cranfills Gap,Bosque,1.000,1.500,10/01/2016,6,2017,MONTHLY
SPD List,Hughes Spgs Mun Dev Dist,,0.000,0.500,04/01/2017,6,2017,MONTHLY
City List,Alma,Ellis,1.250,2.000,10/01/2016,6,2017,MONTHLY
City List,Lucas,Collin,1.500,1.500,10/01/2016,6,2017,MONTHLY
City List,Friendswood,Galveston,1.500,2.000,01/01/2017,6,2017,MONTHLY
City List,Gustine,Comanche,1.000,1.500,04/01/2017,6,2017,MONTHLY
City List,Krum,Denton,2.000,1.750,10/01/2016,6,2017,MONTHLY
SPD List,Hardin Co ESD 6,,0.000,2.000,04/01/2016,6,2017,MONTHLY
City List,Hallsville,Harrison,1.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Haltom City,Tarrant,1.750,1.750,10/01/2016,6,2017,MONTHLY
SPD List,Sunset Valley Crm Cont,,0.000,0.125,04/01/2017,6,2017,MONTHLY
City List,Ivanhoe,Tyler,1.250,1.500,04/01/2017,6,2017,MONTHLY
City List,Higgins,Lipscomb,2.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Kingsbury,Guadalupe,0.000,1.500,04/01/2017,6,2017,MONTHLY
City List,Helotes,Bexar,1.500,1.750,04/01/2016,6,2017,MONTHLY
SPD List,Generation Pk Mg Dist,,0.000,2.000,04/01/2016,6,2017,MONTHLY
City List,Moulton,Lavaca,1.750,2.000,10/01/2016,6,2017,MONTHLY
SPD List,Brownwood Mun Dev Dist,,0.000,0.500,10/01/2016,6,2017,MONTHLY
City List,Brownwood,Brown,2.000,1.500,10/01/2016,6,2017,MONTHLY
SPD List,BEXAR CO ESD 7,,0.000,1.500,10/01/2016,6,2017,MONTHLY
SPD List,Williamson Co ESD 5,,0.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Penitas,Hidalgo,1.500,1.500,07/01/2016,6,2017,MONTHLY
SPD List,Montgomery Co ESD 14,,0.000,1.000,10/01/2016,6,2017,MONTHLY
City List,Three Rivers,Live Oak,1.250,1.500,10/01/2016,6,2017,MONTHLY
SPD List,Medina Co ESD 6,,0.000,1.500,04/01/2016,6,2017,MONTHLY
SPD List,Palo Pinto Co ESD 2,,0.000,1.500,04/01/2016,6,2017,MONTHLY
City List,Bartonville,Denton,1.750,1.750,10/01/2016,6,2017,MONTHLY
SPD List,Montgomery Co ESD 2,,0.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.500,10/01/2016,6,2017,MONTHLY
City List,Sanctuary,Parker,1.250,1.000,10/01/2016,6,2017,MONTHLY
City List,El Cenizo,Webb,1.000,1.500,04/01/2017,6,2017,MONTHLY
City List,Follett,Lipscomb,1.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Vega,Oldham,1.000,1.500,10/01/2016,6,2017,MONTHLY
City List,South Padre Island,Cameron,2.000,2.000,04/01/2016,6,2017,MONTHLY
City List,Haslet,Tarrant,2.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Granite Shoals,Burnet,1.750,2.000,10/01/2016,6,2017,MONTHLY
City List,Del Rio,Val Verde,1.500,1.500,10/01/2016,6,2017,MONTHLY
City List,Buffalo Gap,Taylor,2.000,1.750,10/01/2016,6,2017,MONTHLY
SPD List,Williamson Co ESD 4,,0.000,1.000,04/01/2016,6,2017,MONTHLY
City List,Burton,Washington,1.000,1.500,10/01/2016,6,2017,MONTHLY
City List,Crystal City,Zavala,2.000,1.750,10/01/2016,6,2017,MONTHLY
SPD List,Medina Co ESD 1,,0.000,1.500,04/01/2016,6,2017,MONTHLY
City List,Millsap,Parker,1.000,1.250,10/01/2016,6,2017,MONTHLY
City List,Sinton,San Patricio,2.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Early,Brown,2.000,1.500,10/01/2016,6,2017,MONTHLY
City List,Skellytown,Carson,1.250,1.000,10/01/2016,6,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Waskom,Harrison,1.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Jacinto City,Harris,1.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Talty,Kaufman,1.500,2.000,10/01/2016,6,2017,MONTHLY
SPD List,Copper Canyon Crime Control,,0.000,1.000,04/01/2016,6,2017,MONTHLY
SPD List,Burnet Co ESD 9,,0.000,2.000,04/01/2016,6,2017,MONTHLY
SPD List,Hays Co ESD 5-A,,0.000,1.500,10/01/2016,6,2017,MONTHLY
City List,Danbury,Brazoria,1.000,1.500,10/01/2016,6,2017,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Dish,Denton,0.000,2.000,10/01/2016,6,2017,MONTHLY
SPD List,Harris Co ESD 24,,0.000,1.000,10/01/2016,6,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2016,6,2017,MONTHLY
SPD List,Williamson Co ESD 3,,0.000,2.000,10/01/2016,6,2017,MONTHLY
SPD List,Liberty Co ESD 7,,0.000,0.500,10/01/2016,6,2017,MONTHLY
SPD List,Harris Co ESD 47,,0.000,1.000,04/01/2016,6,2017,MONTHLY
City List,Lone Oak,Hunt,1.250,1.500,04/01/2016,6,2017,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,6,2017,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,6,2017,MONTHLY
City List,Los Indios,Cameron,1.750,2.000,01/01/2017,6,2017,MONTHLY
SPD List,Blanco Co ESD 2,,0.000,1.000,04/01/2016,6,2017,MONTHLY
City List,Rio Vista,Johnson,1.500,1.500,10/01/2016,6,2017,MONTHLY
City List,Pattison,Waller,1.000,2.000,10/01/2016,6,2017,MONTHLY
City List,Streetman,Freestone,1.250,1.000,04/01/2016,6,2017,MONTHLY
City List,Streetman,Freestone,1.000,1.500,04/01/2017,6,2017,MONTHLY
SPD List,Blanco Co ESD 1,,0.000,1.000,04/01/2016,6,2017,MONTHLY
SPD List,Krum Crime Control,,0.000,0.250,10/01/2016,6,2017,MONTHLY
City List,Newcastle,Young,1.000,1.500,04/01/2016,6,2017,MONTHLY
City List,Elmendorf,Bexar,1.000,1.500,10/01/2016,6,2017,MONTHLY
SPD List,Early Mun Dev Dist,,0.000,0.500,10/01/2016,6,2017,MONTHLY
SPD List,Tyler Co ESD 2,,0.000,1.500,04/01/2017,6,2017,MONTHLY
City List,Cleburne,Johnson,1.500,2.000,04/01/2016,6,2017,MONTHLY
City List,Double Oak,Denton,1.000,2.000,10/01/2016,6,2017,MONTHLY
SPD List,Tyler Co ESD 2,,0.000,1.500,04/01/2017,9,2017,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Friendswood,Galveston,1.500,2.000,01/01/2017,9,2017,MONTHLY
City List,Alma,Ellis,1.250,2.000,10/01/2016,9,2017,MONTHLY
City List,Haslet,Tarrant,2.000,2.000,10/01/2016,9,2017,MONTHLY
SPD List,Liberty Co ESD 7,,0.000,0.500,10/01/2016,9,2017,MONTHLY
City List,El Cenizo,Webb,1.000,1.500,04/01/2017,9,2017,MONTHLY
City List,Buffalo Gap,Taylor,2.000,1.750,10/01/2016,9,2017,MONTHLY
City List,Bartonville,Denton,1.750,1.750,10/01/2016,9,2017,MONTHLY
SPD List,Brownwood Mun Dev Dist,,0.000,0.500,10/01/2016,9,2017,MONTHLY
SPD List,Williamson Co ESD 3,,0.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Burton,Washington,1.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Granite Shoals,Burnet,1.750,2.000,10/01/2016,9,2017,MONTHLY
City List,Crystal City,Zavala,2.000,1.750,10/01/2016,9,2017,MONTHLY
City List,Haltom City,Tarrant,1.750,1.750,10/01/2016,9,2017,MONTHLY
City List,Early,Brown,2.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Lucas,Collin,1.500,1.500,10/01/2016,9,2017,MONTHLY
City List,Millsap,Parker,1.000,1.250,10/01/2016,9,2017,MONTHLY
City List,Penitas,Hidalgo,1.500,1.500,07/01/2016,9,2017,MONTHLY
SPD List,Montgomery Co ESD 14,,0.000,1.000,10/01/2016,9,2017,MONTHLY
City List,Higgins,Lipscomb,2.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Talty,Kaufman,1.500,2.000,10/01/2016,9,2017,MONTHLY
City List,Dish,Denton,0.000,2.000,10/01/2016,9,2017,MONTHLY
SPD List,Krum Crime Control,,0.000,0.250,10/01/2016,9,2017,MONTHLY
SPD List,Early Mun Dev Dist,,0.000,0.500,10/01/2016,9,2017,MONTHLY
SPD List,Williamson Co ESD 5,,0.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Leon Valley,Bexar,1.375,1.375,07/01/2017,9,2017,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,9,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,9,2017,MONTHLY
SPD List,Hughes Spgs Mun Dev Dist,,0.000,0.500,04/01/2017,9,2017,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Cranfills Gap,Bosque,1.000,1.500,10/01/2016,9,2017,MONTHLY
SPD List,Montgomery Co ESD 2,,0.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.500,10/01/2016,9,2017,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,9,2017,MONTHLY
City List,Del Rio,Val Verde,1.500,1.500,10/01/2016,9,2017,MONTHLY
City List,Elmendorf,Bexar,1.000,1.500,10/01/2016,9,2017,MONTHLY
SPD List,Bexar Co ESD 7,,0.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Brownwood,Brown,2.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Ivanhoe,Tyler,1.250,1.500,04/01/2017,7,2017,MONTHLY
SPD List,Brownwood Mun Dev Dist,,0.000,0.500,10/01/2016,7,2017,MONTHLY
City List,Skellytown,Carson,1.250,1.000,10/01/2016,7,2017,MONTHLY
City List,Haltom City,Tarrant,1.750,1.750,10/01/2016,7,2017,MONTHLY
City List,Three Rivers,Live Oak,1.250,1.500,10/01/2016,7,2017,MONTHLY
SPD List,Early Mun Dev Dist,,0.000,0.500,10/01/2016,7,2017,MONTHLY
City List,Haslet,Tarrant,2.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Del Rio,Val Verde,1.500,1.500,10/01/2016,7,2017,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,7,2017,MONTHLY
City List,Hallsville,Harrison,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Leon Valley,Bexar,1.375,1.375,07/01/2017,7,2017,MONTHLY
City List,Jacinto City,Harris,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Burton,Washington,1.000,1.500,10/01/2016,7,2017,MONTHLY
City List,Streetman,Freestone,1.000,1.500,04/01/2017,7,2017,MONTHLY
City List,Sanctuary,Parker,1.250,1.000,10/01/2016,7,2017,MONTHLY
City List,Elmendorf,Bexar,1.000,1.500,10/01/2016,7,2017,MONTHLY
City List,Vega,Oldham,1.000,1.500,10/01/2016,7,2017,MONTHLY
City List,Sinton,San Patricio,2.000,2.000,10/01/2016,7,2017,MONTHLY
SPD List,Hays Co ESD 5-A,,0.000,1.500,10/01/2016,7,2017,MONTHLY
SPD List,Montgomery Co ESD 2,,0.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Granite Shoals,Burnet,1.750,2.000,10/01/2016,7,2017,MONTHLY
City List,Danbury,Brazoria,1.000,1.500,10/01/2016,7,2017,MONTHLY
SPD List,Sunset Valley Crm Cont,,0.000,0.125,04/01/2017,7,2017,MONTHLY
City List,Kingsbury,Guadalupe,0.000,1.500,04/01/2017,7,2017,MONTHLY
City List,Moulton,Lavaca,1.750,2.000,10/01/2016,7,2017,MONTHLY
SPD List,Tyler Co ESD 2,,0.000,1.500,04/01/2017,7,2017,MONTHLY
SPD List,Harris Co ESD 24,,0.000,1.000,10/01/2016,7,2017,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,7,2017,MONTHLY
City List,Lucas,Collin,1.500,1.500,10/01/2016,7,2017,MONTHLY
City List,Penitas,Hidalgo,1.500,1.500,07/01/2016,7,2017,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,7,2017,MONTHLY
City List,Double Oak,Denton,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Brownwood,Brown,2.000,1.500,10/01/2016,7,2017,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.500,10/01/2016,7,2017,MONTHLY
City List,Gustine,Comanche,1.000,1.500,04/01/2017,7,2017,MONTHLY
SPD List,Williamson Co ESD 5,,0.000,2.000,04/01/2017,7,2017,MONTHLY
SPD List,Hughes Spgs Mun Dev Dist,,0.000,0.500,04/01/2017,7,2017,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,7,2017,MONTHLY
SPD List,Williamson Co ESD 3,,0.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Higgins,Lipscomb,2.000,2.000,04/01/2017,7,2017,MONTHLY
City List,Krum,Denton,2.000,1.750,10/01/2016,7,2017,MONTHLY
City List,Talty,Kaufman,1.500,2.000,10/01/2016,7,2017,MONTHLY
City List,Bartonville,Denton,1.750,1.750,10/01/2016,7,2017,MONTHLY
SPD List,Bexar Co ESD 7,,0.000,1.500,10/01/2016,7,2017,MONTHLY
SPD List,Hill Co ESD 2,,0.000,0.500,07/01/2017,7,2017,MONTHLY
City List,Pattison,Waller,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Waskom,Harrison,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,7,2017,MONTHLY
City List,Early,Brown,2.000,1.500,10/01/2016,7,2017,MONTHLY
City List,El Cenizo,Webb,1.000,1.500,04/01/2017,7,2017,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,7,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,7,2017,MONTHLY
City List,Friendswood,Galveston,1.500,2.000,01/01/2017,7,2017,MONTHLY
City List,Buffalo Gap,Taylor,2.000,1.750,10/01/2016,7,2017,MONTHLY
SPD List,Liberty Co ESD 7,,0.000,0.500,10/01/2016,7,2017,MONTHLY
City List,Dish,Denton,0.000,2.000,10/01/2016,7,2017,MONTHLY
SPD List,Montgomery Co ESD 14,,0.000,1.000,10/01/2016,7,2017,MONTHLY
City List,Alma,Ellis,1.250,2.000,10/01/2016,7,2017,MONTHLY
City List,Millsap,Parker,1.000,1.250,10/01/2016,7,2017,MONTHLY
City List,Follett,Lipscomb,1.000,2.000,10/01/2016,7,2017,MONTHLY
City List,Crystal City,Zavala,2.000,1.750,10/01/2016,7,2017,MONTHLY
City List,Cranfills Gap,Bosque,1.000,1.500,10/01/2016,7,2017,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,7,2017,MONTHLY
City List,Rio Vista,Johnson,1.500,1.500,10/01/2016,7,2017,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,7,2017,MONTHLY
City List,Los Indios,Cameron,1.750,2.000,01/01/2017,7,2017,MONTHLY
SPD List,Krum Crime Control,,0.000,0.250,10/01/2016,7,2017,MONTHLY
City List,Danbury,Brazoria,1.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Rio Vista,Johnson,1.500,1.500,10/01/2016,9,2017,MONTHLY
City List,Kingsbury,Guadalupe,0.000,1.500,04/01/2017,9,2017,MONTHLY
SPD List,Hill Co ESD 2,,0.000,0.500,07/01/2017,9,2017,MONTHLY
City List,Sinton,San Patricio,2.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,9,2017,MONTHLY
SPD List,Hays Co ESD 5-A,,0.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Skellytown,Carson,1.250,1.000,10/01/2016,9,2017,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,9,2017,MONTHLY
City List,Follett,Lipscomb,1.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Krum,Denton,2.000,1.750,10/01/2016,9,2017,MONTHLY
City List,Hallsville,Harrison,1.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Three Rivers,Live Oak,1.250,1.500,10/01/2016,9,2017,MONTHLY
City List,Ivanhoe,Tyler,1.250,1.500,04/01/2017,9,2017,MONTHLY
City List,Los Indios,Cameron,1.750,2.000,01/01/2017,9,2017,MONTHLY
City List,Gustine,Comanche,1.000,1.500,04/01/2017,9,2017,MONTHLY
City List,Moulton,Lavaca,1.750,2.000,10/01/2016,9,2017,MONTHLY
City List,Vega,Oldham,1.000,1.500,10/01/2016,9,2017,MONTHLY
City List,Jacinto City,Harris,1.000,2.000,10/01/2016,9,2017,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,9,2017,MONTHLY
City List,Sanctuary,Parker,1.250,1.000,10/01/2016,9,2017,MONTHLY
City List,Double Oak,Denton,1.000,2.000,10/01/2016,9,2017,MONTHLY
City List,Streetman,Freestone,1.000,1.500,04/01/2017,9,2017,MONTHLY
City List,Pattison,Waller,1.000,2.000,10/01/2016,9,2017,MONTHLY
SPD List,Harris Co ESD 24,,0.000,1.000,10/01/2016,9,2017,MONTHLY
City List,Waskom,Harrison,1.000,2.000,10/01/2016,9,2017,MONTHLY
SPD List,Sunset Valley Crm Cont,,0.000,0.125,04/01/2017,9,2017,MONTHLY
SPD List,Crosswinds at SL Imp Dist,,0.000,1.500,07/01/2018,11,2018,MONTHLY
SPD List,Lowry Crossing Mun Dev Dist,,0.000,0.500,07/01/2018,11,2018,MONTHLY
City List,East Bernard,Wharton,1.250,1.500,10/01/2017,11,2018,MONTHLY
City List,Hickory Creek,Denton,2.000,1.750,07/01/2018,11,2018,MONTHLY
City List,Dalworthington Gardens,Tarrant,1.500,1.500,10/01/2018,11,2018,MONTHLY
City List,Mart,McLennan,1.250,1.000,10/01/2017,11,2018,MONTHLY
SPD List,Bexar Co ESD 6,,0.000,1.500,10/01/2017,11,2018,MONTHLY
SPD List,Caldwell Co ESD 2,,0.000,1.500,10/01/2017,11,2018,MONTHLY
City List,Brady,McCulloch,1.250,1.250,10/01/2018,11,2018,MONTHLY
City List,Coupland,Williamson,1.250,2.000,04/01/2018,11,2018,MONTHLY
City List,Rice,Navarro,1.250,1.500,01/01/2018,11,2018,MONTHLY
SPD List,Potter Co Asst Dist 1,,0.000,2.000,04/01/2018,11,2018,MONTHLY
SPD List,Boyd Mun Dev Dist,,0.000,0.500,10/01/2018,11,2018,MONTHLY
City List,Fruitvale,Van Zandt,0.000,2.000,10/01/2018,11,2018,MONTHLY
SPD List,Travis Co ESD 14,,1.000,2.000,10/01/2017,11,2018,MONTHLY
City List,Fairchilds,Fort Bend,0.000,1.000,10/01/2018,11,2018,MONTHLY
City List,Hickory Creek,Denton,1.750,2.000,10/01/2018,11,2018,MONTHLY
SPD List,Bexar Co ESD 5,,0.000,1.500,10/01/2017,11,2018,MONTHLY
SPD List,Ft Bend Co ESD 7,,0.000,0.500,10/01/2017,11,2018,MONTHLY
City List,Hooks,Bowie,1.500,1.500,07/01/2018,11,2018,MONTHLY
City List,McLendon Chisholm,Rockwall,1.500,2.000,10/01/2017,11,2018,MONTHLY
City List,Sunray,Moore,1.000,2.000,10/01/2017,11,2018,MONTHLY
SPD List,Big Sandy Mun Dev Dist,,0.000,0.250,01/01/2018,11,2018,MONTHLY
City List,Brock,Parker,0.000,1.500,04/01/2018,11,2018,MONTHLY
City List,Scurry,Kaufman,1.000,2.000,10/01/2017,11,2018,MONTHLY
City List,Port Arthur,Jefferson,1.500,1.500,10/01/2016,10,2017,MONTHLY
City List,El Cenizo,Webb,1.000,1.500,04/01/2017,10,2017,MONTHLY
City List,Double Oak,Denton,1.000,2.000,10/01/2016,10,2017,MONTHLY
City List,Burton,Washington,1.000,1.500,10/01/2016,10,2017,MONTHLY
City List,Rocksprings,Edwards,1.500,1.750,10/01/2017,10,2017,MONTHLY
City List,Rio Vista,Johnson,1.500,1.500,10/01/2016,10,2017,MONTHLY
City List,Garrett,Ellis,1.000,2.000,10/01/2017,10,2017,MONTHLY
City List,Elmendorf,Bexar,1.000,1.500,10/01/2016,10,2017,MONTHLY
SPD List,Ft Bend Co Asst Dist 8,,0.000,2.000,10/01/2017,10,2017,MONTHLY
City List,Sanctuary,Parker,1.250,1.000,10/01/2016,10,2017,MONTHLY
SPD List,Hamlin Mun Dev Dist,,0.000,0.250,07/01/2017,10,2017,MONTHLY
City List,Alma,Ellis,1.250,2.000,10/01/2016,10,2017,MONTHLY
SPD List,Krum Crime Control,,0.000,0.250,10/01/2016,10,2017,MONTHLY
City List,Jacinto City,Harris,1.000,2.000,10/01/2016,10,2017,MONTHLY
City List,Lakewood Village,Denton,1.500,1.500,10/01/2017,10,2017,MONTHLY
City List,Annetta North,Parker,1.250,1.500,04/01/2017,10,2017,MONTHLY
City List,Ropesville,Hockley,1.500,2.000,10/01/2017,10,2017,MONTHLY
SPD List,Travis Co ESD 9,,0.000,1.500,10/01/2017,10,2017,MONTHLY
City List,Bartonville,Denton,1.750,1.750,10/01/2016,10,2017,MONTHLY
SPD List,Bexar Co ESD 2,,0.000,1.500,10/01/2017,10,2017,MONTHLY
City List,Waskom,Harrison,1.000,2.000,10/01/2016,10,2017,MONTHLY
City List,Moulton,Lavaca,1.750,2.000,10/01/2016,10,2017,MONTHLY
City List,Brownwood,Brown,2.000,1.500,10/01/2016,10,2017,MONTHLY
City List,Stockdale,Wilson,1.750,2.000,10/01/2017,10,2017,MONTHLY
City List,Haslet,Tarrant,2.000,2.000,10/01/2016,10,2017,MONTHLY
SPD List,Brownwood Mun Dev Dist,,0.000,0.500,10/01/2016,10,2017,MONTHLY
City List,Millsap,Parker,1.000,1.250,10/01/2016,10,2017,MONTHLY
SPD List,Bexar Co ESD 6,,0.000,1.500,10/01/2017,10,2017,MONTHLY
SPD List,Parker Co ESD 1,,0.000,0.500,10/01/2017,10,2017,MONTHLY
SPD List,Caldwell Co ESD 2,,0.000,1.500,10/01/2017,10,2017,MONTHLY
SPD List,Newark Mun Dev Dist,,0.000,0.500,10/01/2017,10,2017,MONTHLY
City List,Venus,Johnson,1.750,2.000,10/01/2017,10,2017,MONTHLY
City List,Scurry,Kaufman,1.000,2.000,10/01/2017,10,2017,MONTHLY
SPD List,Liberty Co ESD 7,,0.000,0.500,10/01/2016,10,2017,MONTHLY
SPD List,Hays Co ESD 6,,0.000,0.250,10/01/2017,10,2017,MONTHLY
SPD List,Williamson Co ESD 5,,0.000,2.000,04/01/2017,10,2017,MONTHLY
City List,Copperas Cove,Coryell,1.500,1.500,07/01/2017,10,2017,MONTHLY
City List,Skellytown,Carson,1.250,1.000,10/01/2016,10,2017,MONTHLY
SPD List,Ft Bend Co Asst Dist 9,,0.000,1.000,10/01/2017,10,2017,MONTHLY
City List,Hamlin,Jones,2.000,1.500,07/01/2017,10,2017,MONTHLY
City List,Cranfills Gap,Bosque,1.000,1.500,10/01/2016,10,2017,MONTHLY
SPD List,Caldwell Co ESD 4,,0.000,1.500,10/01/2017,10,2017,MONTHLY
City List,Lavon,Collin,1.750,2.000,10/01/2017,10,2017,MONTHLY
City List,Volente,Travis,1.000,2.000,10/01/2017,10,2017,MONTHLY
City List,Sundown,Hockley,2.000,2.000,04/01/2017,10,2017,MONTHLY
City List,East Bernard,Wharton,1.250,1.500,10/01/2017,10,2017,MONTHLY
SPD List,Hill Co ESD 2-A,,0.000,1.000,07/01/2017,10,2017,MONTHLY
SPD List,Bexar Co ESD 5,,0.000,1.500,10/01/2017,10,2017,MONTHLY
City List,Mart,McLennan,1.250,1.000,10/01/2017,10,2017,MONTHLY
City List,Anna,Collin,2.000,2.000,04/01/2017,10,2017,MONTHLY
City List,Dish,Denton,0.000,2.000,10/01/2016,10,2017,MONTHLY
SPD List,Early Mun Dev Dist,,0.000,0.500,10/01/2016,10,2017,MONTHLY
City List,Newark,Wise,1.500,1.000,10/01/2017,10,2017,MONTHLY
City List,Anson,Jones,2.000,2.000,04/01/2017,10,2017,MONTHLY
SPD List,Ft Bend Co ESD 7,,0.000,0.500,10/01/2017,10,2017,MONTHLY
City List,Lucas,Collin,1.500,1.500,10/01/2016,10,2017,MONTHLY
City List,Gustine,Comanche,1.000,1.500,04/01/2017,10,2017,MONTHLY
City List,Talty,Kaufman,1.500,2.000,10/01/2016,10,2017,MONTHLY
SPD List,Hays Co ESD 5-A,,0.000,1.500,10/01/2016,10,2017,MONTHLY
City List,Pattison,Waller,1.000,2.000,10/01/2016,10,2017,MONTHLY
City List,Grandview,Johnson,2.000,2.000,04/01/2017,10,2017,MONTHLY
